startDateTime,inSWMean,outSWMean,short_wav_rad
2024-08-28 00:00:00+00:00,280.5729167,40.7925,239.7804167
2024-08-29 00:00:00+00:00,281.6079167,40.434375,241.1735417
2024-08-30 00:00:00+00:00,251.5320833,36.668125,214.8639583
2024-08-31 00:00:00+00:00,244.2060417,35.33354167,208.8725
2024-09-01 00:00:00+00:00,149.860625,21.21229167,128.6483333
2024-09-02 00:00:00+00:00,287.49125,41.19270833,246.2985417
2024-09-03 00:00:00+00:00,251.4458333,36.00791667,215.4379167
2024-09-04 00:00:00+00:00,209.1445833,30.79770833,178.346875
2024-09-05 00:00:00+00:00,288.9377273,40.97095238,247.9667749
2024-09-06 00:00:00+00:00,250.4685417,37.79520833,212.6733333
2024-09-07 00:00:00+00:00,256.1641667,37.23166667,218.9325
2024-09-08 00:00:00+00:00,288.454375,43.71208333,244.7422917
2024-09-09 00:00:00+00:00,246.8595652,39.12702128,207.7325439
2024-09-10 00:00:00+00:00,273.135625,41.41208333,231.7235417
2024-09-11 00:00:00+00:00,259.338125,39.165,220.173125
2024-09-12 00:00:00+00:00,107.4264583,16.33270833,91.09375
2024-09-13 00:00:00+00:00,199.8329167,29.73666667,170.09625
2024-09-14 00:00:00+00:00,228.6183333,34.15666667,194.4616667
2024-09-15 00:00:00+00:00,193.7041667,28.97125,164.7329167
2024-09-16 00:00:00+00:00,250.78875,37.85479167,212.9339583
2024-09-17 00:00:00+00:00,67.50291667,9.241666667,58.26125
2024-09-18 00:00:00+00:00,170.3429167,23.203125,147.1397917
2024-09-19 00:00:00+00:00,219.8802083,32.06916667,187.8110417
2024-09-20 00:00:00+00:00,227.8145833,33.46875,194.3458333
2024-09-21 00:00:00+00:00,226.826875,33.60645833,193.2204167
2024-09-22 00:00:00+00:00,190.9145833,28.29895833,162.615625
2024-09-23 00:00:00+00:00,198.2758333,28.85958333,169.41625
2024-09-24 00:00:00+00:00,185.2997917,26.96041667,158.339375
2024-09-25 00:00:00+00:00,48.50604167,6.598333333,41.90770833
2024-09-26 00:00:00+00:00,27.85270833,3.062708333,24.79
2024-09-27 00:00:00+00:00,76.9425,9.963333333,66.97916667
2024-09-28 00:00:00+00:00,34.43458333,4.900208333,29.534375
2024-09-29 00:00:00+00:00,48.31291667,6.191458333,42.12145833
2024-09-30 00:00:00+00:00,93.05395833,11.85395833,81.2
